OTUID	JF1	JF10	JF101	JF102	JF103	JF104	JF105	JF106	JF107	JF108	JF109	JF11	JF110	JF111	JF112	JF113	JF114	JF115	JF116	JF117	JF118	JF119	JF12	JF120	JF121	JF122	JF123	JF124	JF125	JF126	JF127	JF128	JF129	JF13	JF130	JF131	JF132	JF14	JF15	JF16	JF17	JF18	JF19	JF2	JF20	JF21	JF22	JF23	JF24	JF25	JF26	JF27	JF28	JF29	JF3	JF30	JF301	JF302	JF303	JF304	JF305	JF306	JF307	JF308	JF309	JF31	JF310	JF311	JF312	JF313	JF314	JF315	JF316	JF317	JF318	JF319	JF32	JF320	JF321	JF322	JF4	JF401	JF402	JF403	JF404	JF405	JF406	JF407	JF408	JF409	JF410	JF411	JF412	JF413	JF414	JF415	JF416	JF417	JF418	JF5	JF7	JF8	JF9
D_0__Bacteria;D_1__Cyanobacteria;__;__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
D_0__Bacteria;D_1__Deferribacteres;D_2__Deferribacteres;D_3__Deferribacterales	8.0	0.0	99.0	0.0	0.0	0.0	9.0	7.0	0.0	0.0	4.0	3.0	0.0	0.0	4.0	4.0	0.0	0.0	3.0	7.0	0.0	0.0	0.0	2.0	0.0	0.0	5.0	6.0	0.0	0.0	25.0	2.0	0.0	8.0	12.0	8.0	35.0	0.0	3.0	0.0	0.0	0.0	11.0	4.0	0.0	0.0	0.0	0.0	0.0	9.0	6.0	5.0	0.0	4.0	12.0	0.0	20.0	14.0	0.0	0.0	11.0	0.0	4.0	10.0	0.0	0.0	15.0	14.0	3.0	2.0	63.0	16.0	0.0	4.0	43.0	0.0	0.0	2.0	0.0	15.0	0.0	0.0	0.0	0.0	120.0	0.0	0.0	0.0	0.0	7.0	0.0	190.0	0.0	4.0	0.0	0.0	0.0	13.0	0.0	0.0	0.0	5.0	0.0
D_0__Bacteria;D_1__Deinococcus-Thermus;D_2__Deinococci;D_3__Thermales	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0
D_0__Bacteria;D_1__Epsilonbacteraeota;D_2__Campylobacteria;D_3__Campylobacterales	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
D_0__Bacteria;D_1__Firmicutes;D_2__Bacilli;D_3__Bacillales	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	21.0	11.0	0.0	15.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	51.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	22.0	5.0	0.0	72.0	0.0	0.0	0.0	0.0	5.0	13.0	0.0	0.0	0.0	0.0	0.0	9.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17.0	0.0	0.0	0.0	0.0	0.0	15.0	0.0	4.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0
D_0__Bacteria;D_1__Firmicutes;D_2__Bacilli;D_3__Lactobacillales	2200.0	3903.0	2735.0	7022.0	6681.0	4941.0	3336.0	5086.0	8263.0	4529.0	2912.0	4235.0	2467.0	3667.0	3404.0	2421.0	4182.0	2592.0	3187.0	2868.0	2726.0	3096.0	3064.0	3761.0	8751.0	3680.0	1784.0	6000.0	4066.0	3041.0	1540.0	3526.0	1977.0	7836.0	2315.0	2087.0	3984.0	3026.0	4483.0	2484.0	3443.0	2881.0	9162.0	12303.0	4853.0	2411.0	4122.0	7298.0	6043.0	5610.0	2654.0	4473.0	5617.0	5239.0	7474.0	1431.0	4060.0	5098.0	1490.0	11416.0	5511.0	1742.0	5528.0	4240.0	479.0	3632.0	11701.0	2469.0	9591.0	1404.0	3869.0	2177.0	4322.0	3374.0	2153.0	5773.0	6641.0	4361.0	4572.0	2244.0	4696.0	2967.0	4168.0	9549.0	4590.0	9133.0	6803.0	4530.0	3737.0	4763.0	4694.0	858.0	3046.0	3204.0	2571.0	4573.0	2732.0	2781.0	4046.0	6199.0	4166.0	1777.0	4811.0
D_0__Bacteria;D_1__Firmicutes;D_2__Bacilli;__	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
D_0__Bacteria;D_1__Firmicutes;D_2__Clostridia;D_3__Clostridiales	8237.0	13631.0	13116.0	11970.0	10797.0	18563.0	14109.0	11980.0	5210.0	22568.0	9575.0	22911.0	21015.0	11210.0	17901.0	17497.0	12634.0	19708.0	17567.0	21165.0	11568.0	11461.0	25320.0	16093.0	12109.0	3831.0	9723.0	13681.0	10811.0	16521.0	13407.0	10265.0	14158.0	9434.0	20177.0	14887.0	15219.0	16001.0	17142.0	25355.0	13932.0	23068.0	10496.0	14839.0	20630.0	11189.0	17293.0	14591.0	6927.0	20717.0	7531.0	12763.0	18041.0	14324.0	14624.0	12383.0	17549.0	8047.0	7127.0	3546.0	16815.0	5142.0	14342.0	7899.0	19766.0	14395.0	14990.0	11202.0	2484.0	20548.0	12656.0	15138.0	2936.0	12914.0	2878.0	18281.0	18305.0	7233.0	19354.0	2182.0	21457.0	8226.0	20369.0	14287.0	25538.0	13454.0	11492.0	27670.0	17158.0	21043.0	6613.0	9904.0	11943.0	19983.0	11407.0	14043.0	10351.0	16919.0	9946.0	14368.0	7361.0	24834.0	11770.0
D_0__Bacteria;D_1__Firmicutes;D_2__Clostridia;D_3__Thermoanaerobacterales	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
D_0__Bacteria;D_1__Firmicutes;D_2__Clostridia;__	0.0	0.0	60.0	292.0	0.0	27.0	128.0	0.0	0.0	0.0	0.0	0.0	0.0	51.0	206.0	0.0	40.0	0.0	89.0	0.0	0.0	50.0	0.0	12.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.0	0.0	0.0	121.0	48.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	71.0	0.0	0.0	0.0	0.0	12.0	44.0	17.0	0.0	42.0	0.0	0.0	306.0	39.0	15.0	2.0	38.0	0.0	16.0	0.0	0.0	373.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0
D_0__Bacteria;D_1__Firmicutes;D_2__Erysipelotrichia;D_3__Erysipelotrichales	107.0	24.0	147.0	960.0	82.0	1142.0	904.0	137.0	211.0	387.0	510.0	215.0	130.0	38.0	152.0	106.0	1012.0	148.0	223.0	261.0	282.0	902.0	83.0	566.0	61.0	418.0	1765.0	286.0	258.0	46.0	291.0	268.0	218.0	8046.0	79.0	211.0	546.0	443.0	759.0	127.0	4275.0	189.0	382.0	139.0	74.0	489.0	112.0	212.0	107.0	48.0	52.0	1081.0	86.0	100.0	62.0	85.0	86.0	32109.0	0.0	17685.0	624.0	17576.0	834.0	18111.0	157.0	67.0	13159.0	190.0	14657.0	53.0	2146.0	590.0	22212.0	33.0	8823.0	24.0	162.0	25082.0	51.0	19431.0	224.0	24.0	5438.0	67.0	4554.0	19.0	111.0	63.0	258.0	204.0	1373.0	33.0	3120.0	53.0	273.0	82.0	5390.0	75.0	1437.0	1808.0	16212.0	91.0	624.0
D_0__Bacteria;D_1__Firmicutes;D_2__Negativicutes;D_3__Selenomonadales	0.0	0.0	0.0	9.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	8.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0
D_0__Bacteria;D_1__Firmicutes;__;__	25.0	47.0	14.0	332.0	0.0	10.0	0.0	2.0	3.0	0.0	46.0	20.0	0.0	20.0	35.0	24.0	0.0	12.0	87.0	26.0	23.0	29.0	16.0	21.0	13.0	15.0	581.0	120.0	0.0	10.0	12.0	0.0	0.0	0.0	57.0	4.0	0.0	69.0	56.0	10.0	274.0	11.0	7.0	172.0	56.0	23.0	22.0	22.0	0.0	149.0	8.0	319.0	17.0	129.0	0.0	18.0	38.0	7.0	0.0	0.0	4.0	12.0	0.0	7.0	25.0	66.0	106.0	3.0	0.0	2.0	49.0	145.0	0.0	10.0	0.0	7.0	117.0	0.0	0.0	4.0	0.0	2.0	46.0	21.0	197.0	9.0	95.0	19.0	390.0	272.0	81.0	36.0	361.0	35.0	0.0	1451.0	12.0	480.0	43.0	167.0	46.0	294.0	137.0
D_0__Bacteria;D_1__Fusobacteria;D_2__Fusobacteriia;D_3__Fusobacteriales	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
D_0__Bacteria;D_1__Lentisphaerae;D_2__Lentisphaeria;D_3__Victivallales	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	4.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
D_0__Bacteria;D_1__Patescibacteria;D_2__Saccharimonadia;D_3__Saccharimonadales	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Rhodospirillales	0.0	0.0	0.0	0.0	2.0	5.0	36.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	25.0	0.0	0.0	0.0	19.0	26.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	7.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	13.0	0.0	0.0	9.0	14.0	12.0	0.0	11.0	11.0	17.0	0.0	42.0	0.0	0.0	6.0	8.0	0.0	0.0	23.0	0.0	0.0	2.0	24.0	0.0	0.0	0.0	0.0	20.0	0.0	2.0	43.0	16.0	12.0	11.0	0.0	14.0	0.0	78.0	0.0	9.0	0.0	4.0	7.0	31.0	15.0	64.0	0.0	0.0	18.0	6.0	0.0
D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Rickettsiales	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
