OTUID	JF1	JF10	JF101	JF102	JF103	JF104	JF105	JF106	JF107	JF108	JF109	JF11	JF110	JF111	JF112	JF113	JF114	JF115	JF116	JF117	JF118	JF119	JF12	JF120	JF121	JF122	JF123	JF124	JF125	JF126	JF127	JF128	JF129	JF13	JF130	JF131	JF132	JF14	JF15	JF16	JF17	JF18	JF19	JF2	JF20	JF21	JF22	JF23	JF24	JF25	JF26	JF27	JF28	JF29	JF3	JF30	JF301	JF302	JF303	JF304	JF305	JF306	JF307	JF308	JF309	JF31	JF310	JF311	JF312	JF313	JF314	JF315	JF316	JF317	JF318	JF319	JF32	JF320	JF321	JF322	JF4	JF401	JF402	JF403	JF404	JF405	JF406	JF407	JF408	JF409	JF410	JF411	JF412	JF413	JF414	JF415	JF416	JF417	JF418	JF5	JF7	JF8	JF9
D_0__Bacteria;D_1__Actinobacteria;D_2__Coriobacteriia;D_3__Coriobacteriales;D_4__Eggerthellaceae;D_5__uncultured	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.0	0.0	0.0	0.0	0.0	0.0	21.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	21.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.0	0.0	0.0	0.0	0.0
D_0__Bacteria;D_1__Actinobacteria;D_2__Coriobacteriia;D_3__Coriobacteriales;D_4__Eggerthellaceae;__	60.0	0.0	156.0	25.0	38.0	29.0	44.0	16.0	38.0	29.0	65.0	30.0	11.0	39.0	77.0	50.0	19.0	23.0	22.0	38.0	34.0	32.0	26.0	61.0	54.0	27.0	6.0	46.0	38.0	27.0	51.0	12.0	35.0	19.0	58.0	56.0	39.0	30.0	18.0	64.0	17.0	171.0	9.0	45.0	32.0	37.0	41.0	17.0	8.0	10.0	17.0	34.0	24.0	24.0	14.0	25.0	65.0	28.0	23.0	0.0	58.0	23.0	32.0	16.0	65.0	26.0	15.0	59.0	4.0	13.0	36.0	71.0	15.0	30.0	8.0	75.0	45.0	34.0	40.0	6.0	79.0	14.0	50.0	57.0	43.0	38.0	94.0	28.0	9.0	56.0	17.0	48.0	31.0	51.0	22.0	71.0	11.0	41.0	0.0	85.0	68.0	8.0	10.0
D_0__Bacteria;D_1__Actinobacteria;D_2__Coriobacteriia;D_3__Coriobacteriales;D_4__uncultured;D_5__uncultured bacterium	43.0	125.0	28.0	72.0	20.0	25.0	10.0	23.0	5.0	17.0	31.0	16.0	100.0	14.0	4.0	24.0	103.0	27.0	0.0	27.0	165.0	7.0	124.0	7.0	37.0	19.0	4.0	5.0	5.0	11.0	21.0	30.0	111.0	5.0	51.0	73.0	34.0	95.0	33.0	93.0	6.0	147.0	0.0	19.0	11.0	59.0	11.0	35.0	122.0	0.0	13.0	32.0	190.0	18.0	4.0	14.0	32.0	0.0	30.0	0.0	5.0	0.0	9.0	0.0	88.0	57.0	0.0	37.0	0.0	5.0	0.0	6.0	0.0	16.0	0.0	27.0	89.0	0.0	22.0	0.0	15.0	17.0	18.0	11.0	49.0	6.0	35.0	17.0	251.0	39.0	30.0	99.0	87.0	22.0	19.0	6.0	0.0	0.0	70.0	47.0	19.0	31.0	24.0
D_0__Bacteria;D_1__Actinobacteria;D_2__Coriobacteriia;D_3__Coriobacteriales;__;__	8.0	17.0	17.0	4.0	3.0	5.0	13.0	7.0	0.0	6.0	7.0	6.0	0.0	0.0	5.0	11.0	9.0	7.0	10.0	8.0	9.0	0.0	7.0	6.0	0.0	4.0	6.0	6.0	0.0	0.0	4.0	17.0	7.0	0.0	8.0	13.0	0.0	18.0	4.0	34.0	0.0	16.0	5.0	4.0	10.0	15.0	8.0	3.0	0.0	6.0	0.0	6.0	5.0	0.0	0.0	0.0	15.0	0.0	0.0	9.0	0.0	15.0	6.0	0.0	7.0	6.0	13.0	8.0	0.0	0.0	20.0	11.0	0.0	0.0	0.0	4.0	0.0	14.0	8.0	5.0	15.0	0.0	25.0	12.0	0.0	9.0	9.0	9.0	8.0	11.0	0.0	4.0	6.0	8.0	0.0	14.0	0.0	14.0	0.0	19.0	15.0	0.0	0.0
D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Bacteroidales;D_4__Bacteroidaceae;D_5__Bacteroides	3480.0	45.0	1191.0	500.0	2262.0	4482.0	1751.0	999.0	2125.0	2705.0	1629.0	3969.0	140.0	324.0	1184.0	1087.0	598.0	1026.0	973.0	2841.0	266.0	749.0	2217.0	1315.0	421.0	2150.0	390.0	1913.0	7464.0	2671.0	2663.0	300.0	458.0	2423.0	522.0	997.0	6103.0	994.0	788.0	1408.0	1131.0	4023.0	2489.0	1739.0	732.0	2664.0	1510.0	942.0	73.0	3231.0	1125.0	1287.0	923.0	1444.0	2257.0	753.0	1049.0	926.0	315.0	1372.0	1533.0	5374.0	998.0	2578.0	567.0	4543.0	841.0	1101.0	694.0	1172.0	2644.0	1289.0	589.0	1023.0	2513.0	1047.0	693.0	365.0	1155.0	1557.0	1831.0	944.0	542.0	2819.0	1980.0	1324.0	1903.0	3352.0	184.0	3573.0	237.0	628.0	137.0	2329.0	443.0	4871.0	1563.0	1837.0	334.0	1382.0	1353.0	1473.0	2121.0
D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Bacteroidales;D_4__Barnesiellaceae;D_5__Barnesiella	0.0	0.0	131.0	26.0	36.0	116.0	21.0	0.0	11.0	51.0	50.0	60.0	10.0	17.0	17.0	31.0	37.0	45.0	0.0	0.0	0.0	21.0	0.0	20.0	0.0	0.0	12.0	0.0	29.0	46.0	26.0	41.0	0.0	0.0	14.0	15.0	35.0	7.0	7.0	4.0	0.0	71.0	41.0	4.0	8.0	14.0	0.0	0.0	0.0	46.0	6.0	0.0	0.0	21.0	8.0	5.0	17.0	0.0	0.0	12.0	9.0	17.0	0.0	0.0	40.0	0.0	0.0	205.0	0.0	96.0	5.0	0.0	10.0	7.0	20.0	0.0	0.0	0.0	0.0	9.0	32.0	0.0	12.0	4.0	0.0	10.0	7.0	9.0	0.0	27.0	0.0	8.0	0.0	0.0	0.0	8.0	5.0	0.0	4.0	0.0	9.0	45.0	4.0
D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Bacteroidales;D_4__Marinifilaceae;D_5__Butyricimonas	5.0	0.0	30.0	0.0	8.0	13.0	0.0	7.0	23.0	0.0	16.0	54.0	0.0	10.0	8.0	35.0	0.0	21.0	0.0	15.0	0.0	7.0	17.0	17.0	3.0	16.0	0.0	0.0	27.0	30.0	29.0	10.0	0.0	33.0	10.0	19.0	54.0	0.0	6.0	23.0	11.0	43.0	56.0	26.0	12.0	88.0	23.0	11.0	0.0	30.0	11.0	10.0	0.0	22.0	11.0	9.0	39.0	5.0	0.0	39.0	14.0	28.0	0.0	42.0	13.0	27.0	9.0	66.0	8.0	16.0	49.0	15.0	7.0	6.0	36.0	40.0	7.0	6.0	0.0	64.0	38.0	8.0	10.0	0.0	16.0	16.0	7.0	26.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	12.0	0.0	11.0	0.0	15.0	17.0	83.0	83.0
D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Bacteroidales;D_4__Marinifilaceae;D_5__Odoribacter	0.0	0.0	6.0	4.0	3.0	15.0	0.0	0.0	2.0	0.0	112.0	0.0	4.0	5.0	11.0	12.0	11.0	7.0	12.0	6.0	2.0	4.0	0.0	8.0	0.0	0.0	0.0	90.0	12.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	35.0	4.0	0.0	16.0	0.0	0.0	0.0	20.0	0.0	0.0	0.0	0.0	0.0	9.0	0.0	0.0	4.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16.0	0.0	0.0	0.0	0.0	0.0	5.0	6.0
D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Bacteroidales;D_4__Muribaculaceae;D_5__Muribaculum	76.0	25.0	165.0	25.0	22.0	64.0	82.0	40.0	35.0	64.0	111.0	7.0	11.0	38.0	34.0	102.0	34.0	58.0	26.0	135.0	41.0	34.0	60.0	65.0	28.0	137.0	52.0	43.0	19.0	36.0	62.0	16.0	37.0	20.0	41.0	134.0	8.0	20.0	29.0	164.0	27.0	36.0	49.0	48.0	22.0	102.0	36.0	46.0	6.0	34.0	47.0	28.0	27.0	44.0	40.0	34.0	155.0	23.0	41.0	105.0	144.0	62.0	44.0	105.0	38.0	56.0	9.0	149.0	148.0	73.0	13.0	95.0	220.0	92.0	197.0	39.0	49.0	15.0	52.0	171.0	57.0	19.0	96.0	55.0	58.0	18.0	27.0	184.0	46.0	171.0	0.0	45.0	0.0	131.0	16.0	46.0	13.0	72.0	0.0	97.0	57.0	43.0	105.0
D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Bacteroidales;D_4__Muribaculaceae;D_5__gut metagenome	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	18.0	126.0	0.0	0.0	0.0	0.0	0.0	22.0	0.0	0.0	0.0	76.0	84.0	59.0	0.0	0.0	0.0	0.0	0.0	0.0
D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Bacteroidales;D_4__Muribaculaceae;D_5__mouse gut metagenome	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	68.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	49.0	6.0	19.0	0.0	0.0	0.0	62.0	14.0	8.0	0.0	43.0	5.0	0.0	0.0	12.0	52.0	0.0	8.0	19.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	26.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	95.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	5.0	75.0	0.0
D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Bacteroidales;D_4__Muribaculaceae;D_5__uncultured Bacteroidales bacterium	809.0	115.0	63.0	21.0	34.0	75.0	345.0	66.0	97.0	44.0	126.0	148.0	6.0	53.0	47.0	88.0	18.0	56.0	42.0	212.0	17.0	30.0	44.0	41.0	46.0	60.0	38.0	245.0	114.0	115.0	28.0	19.0	36.0	376.0	60.0	85.0	20.0	617.0	172.0	231.0	74.0	72.0	440.0	130.0	317.0	85.0	200.0	168.0	4.0	177.0	394.0	279.0	107.0	170.0	213.0	394.0	94.0	66.0	10.0	297.0	102.0	38.0	123.0	83.0	6.0	522.0	277.0	27.0	40.0	44.0	115.0	28.0	9.0	28.0	33.0	43.0	260.0	7.0	75.0	0.0	55.0	125.0	341.0	1588.0	563.0	800.0	191.0	931.0	83.0	943.0	55.0	251.0	40.0	615.0	146.0	940.0	44.0	1170.0	103.0	57.0	533.0	68.0	48.0
D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Bacteroidales;D_4__Muribaculaceae;D_5__uncultured bacterium	830.0	125.0	495.0	15.0	0.0	156.0	515.0	0.0	126.0	48.0	60.0	47.0	5.0	611.0	18.0	821.0	0.0	652.0	183.0	201.0	10.0	46.0	114.0	166.0	91.0	58.0	31.0	156.0	29.0	43.0	136.0	51.0	439.0	280.0	12.0	162.0	20.0	246.0	361.0	54.0	210.0	122.0	127.0	401.0	291.0	112.0	240.0	218.0	4.0	79.0	284.0	58.0	550.0	405.0	160.0	368.0	772.0	420.0	20.0	203.0	100.0	35.0	342.0	121.0	37.0	349.0	471.0	231.0	19.0	149.0	329.0	234.0	12.0	387.0	35.0	574.0	785.0	0.0	146.0	0.0	91.0	227.0	0.0	1277.0	1305.0	1262.0	17.0	1589.0	646.0	839.0	8.0	752.0	59.0	1317.0	0.0	1353.0	8.0	819.0	72.0	171.0	176.0	635.0	105.0
D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Bacteroidales;D_4__Muribaculaceae;__	6918.0	1123.0	13107.0	3922.0	9044.0	5891.0	5147.0	8424.0	5686.0	8058.0	9260.0	7696.0	2259.0	4551.0	6975.0	9765.0	6280.0	7430.0	6752.0	6444.0	5446.0	4850.0	5400.0	9892.0	3228.0	8809.0	4532.0	7594.0	5134.0	9113.0	5486.0	6194.0	8496.0	7643.0	8514.0	11019.0	4983.0	4363.0	2509.0	11415.0	3987.0	5410.0	2940.0	3901.0	2234.0	10622.0	4076.0	5543.0	673.0	3875.0	3040.0	8945.0	2800.0	4109.0	4770.0	2892.0	10279.0	1435.0	4766.0	4908.0	11412.0	11136.0	10417.0	8246.0	4799.0	3408.0	2790.0	9416.0	7393.0	7663.0	4800.0	8423.0	7579.0	8628.0	4858.0	13348.0	4060.0	1157.0	5162.0	4914.0	11554.0	1478.0	4922.0	7527.0	3646.0	3575.0	1574.0	6628.0	3971.0	5178.0	486.0	2932.0	1135.0	5543.0	2444.0	5607.0	1989.0	5478.0	1150.0	3729.0	7995.0	13237.0	7571.0
D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Bacteroidales;D_4__Prevotellaceae;D_5__Alloprevotella	9.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	214.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	98.0	0.0	0.0	0.0	4.0	0.0	0.0	14.0	0.0	0.0	0.0	18.0	0.0	340.0	0.0	0.0	24.0	0.0	0.0	0.0	0.0	0.0	27.0	19.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	51.0	46.0	104.0	88.0
D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Bacteroidales;D_4__Prevotellaceae;D_5__Paraprevotella	18.0	0.0	26.0	0.0	186.0	763.0	24.0	265.0	184.0	32.0	1462.0	38.0	6.0	45.0	0.0	0.0	21.0	0.0	0.0	322.0	0.0	25.0	19.0	0.0	48.0	0.0	90.0	5.0	1298.0	138.0	327.0	9.0	7.0	148.0	0.0	60.0	453.0	0.0	0.0	0.0	0.0	29.0	0.0	5.0	6.0	10.0	17.0	19.0	0.0	16.0	0.0	8.0	0.0	12.0	17.0	12.0	30.0	0.0	46.0	24.0	36.0	0.0	14.0	0.0	14.0	31.0	0.0	10.0	0.0	21.0	17.0	31.0	0.0	21.0	0.0	225.0	0.0	0.0	15.0	0.0	40.0	47.0	103.0	324.0	71.0	19.0	11.0	0.0	5.0	229.0	0.0	7.0	0.0	85.0	0.0	70.0	71.0	84.0	16.0	0.0	0.0	65.0	32.0
